X,Y,gid,Name,description,altitudeMode,tessellate,KOORDINATE,BEZNAME,QUELLEURL,PGRNAME,BZR,QUELLE,LIZENZ,PGR,GEBIETSTAN,ERSTELLDAT,EMAIL,BEZ,BZRNAME,FID,PLRNAME,FLAECHE_HA,Field_1,IBR,PLR
13.3267549602614,52.5294105806564,19,Beusselkiez,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Mitte,www.Statistik-Berlin-Brandenburg,Moabit,010221,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0102,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,01,Moabit West,18,Beusselkiez,"23,5855",Beusselkiez,23,01022102
13.333056949799,52.5256004767579,22,Zwinglistraße,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Mitte,www.Statistik-Berlin-Brandenburg,Moabit,010221,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0102,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,01,Moabit West,21,Zwinglistraße,"16,5984",Zwinglistraße,23,01022105
13.3540264724781,52.5308892298387,24,Stephankiez,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Mitte,www.Statistik-Berlin-Brandenburg,Moabit,010222,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0102,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,01,Moabit Ost,23,Stephankiez,"89,2566",Stephankiez,23,01022201
13.3484246624632,52.5288406315931,26,Lübecker Straße,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Mitte,www.Statistik-Berlin-Brandenburg,Moabit,010222,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0102,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,01,Moabit Ost,25,Lübecker Straße,"32,4282",Lübecker Straße,23,01022203
13.3619223048867,52.5264668246493,28,Zillesiedlung,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Mitte,www.Statistik-Berlin-Brandenburg,Moabit,010222,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0102,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,01,Moabit Ost,27,Zillesiedlung,"17,38",Zillesiedlung,23,01022205
13.3967416701279,52.5435313318685,33,Brunnenstraße,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Mitte,www.Statistik-Berlin-Brandenburg,Gesundbrunnen,010332,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0103,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,01,Brunnenstraße Nord,32,Brunnenstraße,"84,2345",Brunnenstraße,23,01033201
13.3418232344273,52.5178930794102,30,Hansaviertel,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Mitte,www.Statistik-Berlin-Brandenburg,Moabit,010222,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0102,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,01,Moabit Ost,29,Hansaviertel,"53,2681",Hansaviertel,12,01022207
13.3867479493737,52.5613876515092,31,Soldiner Straße,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Mitte,www.Statistik-Berlin-Brandenburg,Gesundbrunnen,010331,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0103,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,01,Osloer Straße,30,Soldiner Straße,"170,148",Soldiner Straße,23,01033101
13.3273427881981,52.5506658337986,36,Rehberge,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Mitte,www.Statistik-Berlin-Brandenburg,Wedding,010441,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0104,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,01,Parkviertel,35,Rehberge,"484,0363",Rehberge,23,01044101
13.3511118203132,52.5461556542372,38,Westliche Müllerstraße,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Mitte,www.Statistik-Berlin-Brandenburg,Wedding,010441,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0104,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,01,Parkviertel,37,Westliche Müllerstraße,"52,9876",Westliche Müllerstraße,23,01044103
13.3582256249183,52.5426648701881,40,Sparrplatz,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Mitte,www.Statistik-Berlin-Brandenburg,Wedding,010442,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0104,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,01,Wedding Zentrum,39,Sparrplatz,"62,0299",Sparrplatz,23,01044202
13.3609826969904,52.5520322425621,41,Leopoldplatz,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Mitte,www.Statistik-Berlin-Brandenburg,Wedding,010442,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0104,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,01,Wedding Zentrum,40,Leopoldplatz,"80,8598",Leopoldplatz,23,01044203
13.4093216269907,52.5034208417779,44,Moritzplatz,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Friedrichshain-Kreuzberg,www.Statistik-Berlin-Brandenburg,Kreuzberg Nord,020101,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0201,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,02,Südliche Friedrichstadt,43,Moritzplatz,"79,4303",Moritzplatz,12,02010103
13.434829750707,52.4944483030439,54,Reichenberger Straße,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Friedrichshain-Kreuzberg,www.Statistik-Berlin-Brandenburg,Kreuzberg Ost,020304,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0203,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,02,Südliche Luisenstadt,53,Reichenberger Straße,"92,839",Reichenberger Straße,23,02030401
13.384696356491,52.4959718072488,47,Rathaus Yorckstraße,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Friedrichshain-Kreuzberg,www.Statistik-Berlin-Brandenburg,Kreuzberg Süd,020202,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0202,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,02,Tempelhofer Vorstadt,46,Rathaus Yorckstraße,"38,9593",Rathaus Yorckstraße,23,02020202
13.3974545886351,52.4938027301946,49,Urbanstraße,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Friedrichshain-Kreuzberg,www.Statistik-Berlin-Brandenburg,Kreuzberg Süd,020202,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0202,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,02,Tempelhofer Vorstadt,48,Urbanstraße,"92,0273",Urbanstraße,23,02020204
13.464220742088,52.5172504741527,63,Samariterviertel,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Friedrichshain-Kreuzberg,www.Statistik-Berlin-Brandenburg,Friedrichshain Ost,020506,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0205,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,02,Frankfurter Allee Nord,62,Samariterviertel,"96,7679",Samariterviertel,23,02050602
13.4158242388719,52.4915413768145,51,Graefekiez,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Friedrichshain-Kreuzberg,www.Statistik-Berlin-Brandenburg,Kreuzberg Süd,020202,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0202,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,02,Tempelhofer Vorstadt,50,Graefekiez,"97,9993",Graefekiez,23,02020206
13.4191669444784,52.5011898091382,52,Oranienplatz,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Friedrichshain-Kreuzberg,www.Statistik-Berlin-Brandenburg,Kreuzberg Ost,020303,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0203,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,02,Nördliche Luisenstadt,51,Oranienplatz,"47,914",Oranienplatz,12,02030301
13.4327393989257,52.5037176057635,53,Lausitzer Platz,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Friedrichshain-Kreuzberg,www.Statistik-Berlin-Brandenburg,Kreuzberg Ost,020303,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0203,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,02,Nördliche Luisenstadt,52,Lausitzer Platz,"81,9493",Lausitzer Platz,12,02030302
13.4318215660968,52.5259844835979,56,Barnimkiez,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Friedrichshain-Kreuzberg,www.Statistik-Berlin-Brandenburg,Friedrichshain West,020405,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0204,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,02,Karl-Marx-Allee Nord,55,Barnimkiez,"93,6195",Barnimkiez,12,02040501
13.4372583270945,52.5209117992907,57,Friedenstraße,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Friedrichshain-Kreuzberg,www.Statistik-Berlin-Brandenburg,Friedrichshain West,020405,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0204,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,02,Karl-Marx-Allee Nord,56,Friedenstraße,"67,2946",Friedenstraße,12,02040502
13.4482321513407,52.5207957504101,58,Richard-Sorge-Viertel,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Friedrichshain-Kreuzberg,www.Statistik-Berlin-Brandenburg,Friedrichshain West,020405,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0204,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,02,Karl-Marx-Allee Nord,57,Richard-Sorge-Viertel,55,Richard-Sorge-Viertel,12,02040503
13.4700088807118,52.5103302000805,64,Traveplatz,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Friedrichshain-Kreuzberg,www.Statistik-Berlin-Brandenburg,Friedrichshain Ost,020508,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0205,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,02,Frankfurter Allee Süd FK,63,Traveplatz,"77,918",Traveplatz,23,02050801
13.4475158537942,52.5122872025947,60,Weberwiese,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Friedrichshain-Kreuzberg,www.Statistik-Berlin-Brandenburg,Friedrichshain West,020407,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0204,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,02,Karl-Marx-Allee Süd,59,Weberwiese,"53,8656",Weberwiese,23,02040702
13.4523691792806,52.5232194311075,62,Hausburgviertel,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Friedrichshain-Kreuzberg,www.Statistik-Berlin-Brandenburg,Friedrichshain Ost,020506,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0205,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,02,Frankfurter Allee Nord,61,Hausburgviertel,"31,0063",Hausburgviertel,23,02050601
13.4737259573225,52.4932087102773,67,Stralauer Halbinsel,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Friedrichshain-Kreuzberg,www.Statistik-Berlin-Brandenburg,Friedrichshain Ost,020508,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0205,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,02,Frankfurter Allee Süd FK,66,Stralauer Halbinsel,"110,9456",Stralauer Halbinsel,23,02050804
13.3682418454288,52.5871875184724,81,Wilhelmsruh,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Südliches Pankow,030405,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0304,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Schönholz/Wilhelmsruh/Rosenthal,80,Wilhelmsruh,"216,0681",Wilhelmsruh,24,03040512
13.4486075867267,52.5513861864554,88,Behaimstraße,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Südliches Weißensee,030509,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0305,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Weißensee,87,Behaimstraße,"44,3391",Behaimstraße,23,03050924
13.3361327039676,52.5300845188405,21,Emdener Straße,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Mitte,www.Statistik-Berlin-Brandenburg,Moabit,010221,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0102,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,01,Moabit West,20,Emdener Straße,"77,3861",Emdener Straße,23,01022104
13.3989417992698,52.6239585423002,71,Blankenfelde,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Nördliches Pankow,030202,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0302,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Blankenfelde/Niederschönhausen,70,Blankenfelde,"1304,1925",Blankenfelde,24,03020203
13.4170480593145,52.5917368240479,73,Herthaplatz,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Nördliches Pankow,030202,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0302,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Blankenfelde/Niederschönhausen,72,Herthaplatz,"305,1001",Herthaplatz,24,03020210
13.4601138237233,52.5451658826241,89,Komponistenviertel Weißensee,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Südliches Weißensee,030509,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0305,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Weißensee,88,Komponistenviertel Weißensee,"111,3206",Komponistenviertel Weißensee,23,03050925
13.4921036735665,52.6177200441176,75,Karow Nord,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Nördliches Weißensee,030304,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0303,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Karow,74,Karow Nord,"167,3269",Karow Nord,24,03030405
13.4434293694552,52.5701968409022,78,Heinersdorf,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Nördliches Weißensee,030307,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0303,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Blankenburg/Heinersdorf/Märchenland,77,Heinersdorf,"389,38",Heinersdorf,23,03030715
13.424079409172,52.5320189308106,106,Winsstraße,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Südlicher Prenzlauer Berg,030716,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0307,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Prenzlauer Berg Süd,105,Winsstraße,"64,7554",Winsstraße,12,03071638
13.3777490654618,52.5989676554348,80,Rosenthal,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Südliches Pankow,030405,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0304,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Schönholz/Wilhelmsruh/Rosenthal,79,Rosenthal,"179,8134",Rosenthal,24,03040508
13.4069633261868,52.5459526793697,94,Falkplatz,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Nördlicher Prenzlauer Berg,030611,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0306,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Prenzlauer Berg Nordwest,93,Falkplatz,"83,6596",Falkplatz,23,03061131
13.4458842707889,52.5594030830247,85,Gustav-Adolf-Straße,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Südliches Weißensee,030509,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0305,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Weißensee,84,Gustav-Adolf-Straße,"99,2564",Gustav-Adolf-Straße,23,03050919
13.4579713170428,52.555492411561,86,Weißer See,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Südliches Weißensee,030509,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0305,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Weißensee,85,Weißer See,"106,0316",Weißer See,23,03050920
13.4372927823435,52.5534534824814,87,Weißenseer Spitze,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Südliches Weißensee,030509,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0305,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Weißensee,86,Weißenseer Spitze,"60,673",Weißenseer Spitze,23,03050923
13.4747515079649,52.5570073838844,91,Buschallee,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Südliches Weißensee,030510,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0305,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Weißensee Ost,90,Buschallee,"57,8014",Buschallee,23,03051021
13.4063188445793,52.553886460546,93,Arnimplatz,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Nördlicher Prenzlauer Berg,030611,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0306,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Prenzlauer Berg Nordwest,92,Arnimplatz,"100,5323",Arnimplatz,23,03061126
13.4219479671206,52.5490693153876,95,Humannplatz,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Nördlicher Prenzlauer Berg,030612,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0306,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Prenzlauer Berg Nord,94,Humannplatz,"70,074",Humannplatz,23,03061227
13.4198367482641,52.5440558456366,97,Helmholtzplatz,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Nördlicher Prenzlauer Berg,030613,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0306,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Helmholtzplatz,96,Helmholtzplatz,"71,2192",Helmholtzplatz,23,03061332
13.4587852911726,52.5353024153163,99,Volkspark Prenzlauer Berg,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Nördlicher Prenzlauer Berg,030614,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0306,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Prenzlauer Berg Ost,98,Volkspark Prenzlauer Berg,"121,3506",Volkspark Prenzlauer Berg,23,03061430
13.460162840891,52.524127884621,102,Eldenaer Straße,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Nördlicher Prenzlauer Berg,030614,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0306,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Prenzlauer Berg Ost,101,Eldenaer Straße,"57,4232",Eldenaer Straße,23,03061441
13.4173785221693,52.5344881144806,104,Kollwitzplatz,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Südlicher Prenzlauer Berg,030715,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0307,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Prenzlauer Berg Südwest,103,Kollwitzplatz,"81,6064",Kollwitzplatz,12,03071537
13.4308765525279,52.54008425906,105,Thälmannpark,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Pankow,www.Statistik-Berlin-Brandenburg,Südlicher Prenzlauer Berg,030716,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0307,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,03,Prenzlauer Berg Süd,104,Thälmannpark,"43,5549",Thälmannpark,23,03071633
13.2811814020655,52.5123400635817,120,Königin-Elisabeth-Straße,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Charlottenburg-Wilmersdorf,www.Statistik-Berlin-Brandenburg,CW 2,040203,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0402,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,04,Westend,119,Königin-Elisabeth-Straße,"65,4753",Königin-Elisabeth-Straße,23,04020313
13.29932911039,52.5378121784712,110,Paul-Hertz-Siedlung,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Charlottenburg-Wilmersdorf,www.Statistik-Berlin-Brandenburg,CW 1,040101,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0401,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,04,Charlottenburg Nord,109,Paul-Hertz-Siedlung,"55,4101",Paul-Hertz-Siedlung,23,04010103
13.2208889312306,52.5105605231875,113,Angerburger Allee,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Charlottenburg-Wilmersdorf,www.Statistik-Berlin-Brandenburg,CW 2,040202,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0402,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,04,Heerstrasse,112,Angerburger Allee,"36,0032",Angerburger Allee,23,04020206
13.273410418714,52.503122385464,121,Messegelände,,clampToGround,1,WGS 1984 Web Mercator (Auxiliary Sphere),Charlottenburg-Wilmersdorf,www.Statistik-Berlin-Brandenburg,CW 2,040203,Amt für Statistik Berlin-Brandenburg,CC-BY 3.0 Namensnennung,0402,31.07.2012,16.10.2012,RBS@Statistik-BBB.de,04,Westend,120,Messegelände,"89,4371",Messegelände,23,04020314
